config,fitness,distance,datapoints,eval_id
"[0, 0, 0, 9, 3, 0, 3, 3, 6, 3, 0, 2, 3, 0]",0.7481552393920241,8.0,16.0,432.0
"[0, 0, 1, 9, 8, 0, 5, 1, 0, 8, 1, 0, 0, 7]",0.549564135330401,8.0,8.0,433.0
"[0, 0, 7, 4, 6, 0, 7, 3, 7, 1, 1, 0, 0, 6]",0.736868293309037,7.0,69.0,434.0
"[0, 0, 2, 1, 1, 0, 8, 5, 8, 3, 0, 0, 0, 8]",0.798140919046304,5.0,61.0,435.0
"[0, 0, 0, 1, 2, 0, 8, 3, 5, 0, 2, 1, 2, 2]",0.5849151567405001,5.0,3.0,436.0
"[0, 0, 0, 2, 2, 0, 3, 5, 3, 7, 1, 0, 1, 8]",0.7109854504990201,5.0,28.0,437.0
"[0, 0, 0, 1, 4, 0, 7, 10, 1, 8, 1, 2, 1, 4]",0.628423425410177,7.0,16.0,438.0
"[0, 0, 6, 3, 1, 0, 0, 0, 5, 3, 3, 0, 0, 8]",0.6131721945347091,6.0,115.0,439.0
"[0, 0, 0, 4, 7, 0, 4, 1, 1, 3, 0, 1, 3, 2]",0.6620685619845931,6.0,13.0,440.0
"[0, 0, 5, 8, 1, 0, 1, 3, 6, 4, 0, 1, 1, 7]",0.680672339232338,7.0,98.0,441.0
"[0, 0, 4, 1, 2, 0, 6, 0, 8, 3, 1, 0, 3, 2]",0.681680743746618,4.0,96.0,442.0
"[0, 0, 1, 4, 1, 0, 4, 3, 5, 8, 1, 1, 2, 8]",0.650648247814262,5.0,56.0,443.0
"[0, 0, 5, 0, 2, 0, 2, 3, 5, 9, 1, 2, 1, 2]",0.586753060554803,6.0,82.0,444.0
"[0, 0, 0, 1, 2, 0, 8, 4, 0, 3, 2, 1, 2, 7]",0.560455553412017,5.0,7.0,445.0
"[0, 0, 6, 8, 2, 0, 3, 7, 4, 3, 3, 1, 1, 0]",0.619944700863133,7.0,50.0,446.0
"[0, 0, 8, 1, 5, 0, 3, 3, 2, 6, 3, 2, 3, 3]",0.48969416747723704,8.0,45.0,447.0
"[0, 0, 4, 0, 1, 0, 7, 8, 2, 1, 1, 1, 0, 9]",0.657654266408759,6.0,43.0,448.0
"[0, 0, 5, 4, 8, 0, 3, 7, 5, 10, 2, 1, 2, 3]",0.618006248336876,7.0,69.0,449.0
"[0, 0, 1, 4, 9, 0, 3, 0, 9, 3, 0, 0, 3, 8]",0.7079611907128901,8.0,54.0,450.0
"[0, 0, 2, 2, 6, 0, 2, 9, 6, 6, 2, 0, 0, 7]",0.676005369558561,6.0,38.0,451.0
"[0, 0, 7, 1, 6, 0, 0, 8, 3, 7, 3, 2, 3, 9]",0.465591047805237,7.0,52.0,452.0
"[0, 0, 7, 6, 6, 0, 7, 10, 6, 8, 3, 0, 0, 9]",0.713949397591074,7.0,74.0,453.0
"[0, 0, 7, 5, 3, 0, 0, 5, 7, 9, 3, 1, 0, 6]",0.5738376482388641,7.0,93.0,454.0
"[0, 0, 2, 1, 1, 0, 9, 1, 8, 4, 3, 1, 1, 8]",0.6613224686423741,6.0,97.0,455.0
"[0, 0, 4, 1, 5, 0, 4, 7, 6, 9, 2, 2, 0, 1]",0.635915768996938,6.0,73.0,456.0
"[0, 0, 6, 2, 0, 0, 2, 3, 9, 8, 2, 2, 2, 2]",0.6192698156774781,6.0,18.0,457.0
"[0, 0, 4, 3, 2, 0, 8, 9, 2, 3, 3, 1, 1, 6]",0.5678907014452861,6.0,34.0,458.0
"[0, 0, 2, 7, 1, 0, 7, 3, 3, 9, 1, 0, 2, 5]",0.7324383661069841,6.0,46.0,459.0
"[0, 0, 5, 9, 6, 0, 4, 1, 0, 3, 1, 1, 0, 9]",0.5705622409967821,8.0,12.0,460.0
"[0, 0, 0, 9, 7, 0, 4, 5, 4, 9, 3, 1, 0, 4]",0.7386036055296461,8.0,40.0,461.0
"[0, 0, 2, 9, 4, 0, 3, 0, 6, 0, 1, 1, 2, 3]",0.559096686661783,8.0,43.0,462.0
"[0, 0, 6, 1, 3, 0, 4, 5, 5, 6, 1, 0, 3, 1]",0.70962649157651,6.0,54.0,463.0
"[0, 0, 0, 8, 2, 0, 7, 3, 4, 4, 2, 0, 0, 0]",0.7302439972253371,7.0,38.0,464.0
"[0, 0, 3, 9, 6, 0, 2, 3, 2, 0, 2, 1, 2, 9]",0.49669226788424903,8.0,15.0,465.0
"[0, 0, 9, 2, 6, 0, 3, 0, 9, 7, 0, 2, 3, 8]",0.6347209385846121,9.0,93.0,466.0
"[0, 0, 6, 1, 2, 0, 0, 5, 4, 6, 1, 1, 0, 6]",0.5829919133246451,6.0,62.0,467.0
"[0, 0, 4, 2, 1, 0, 4, 1, 1, 2, 0, 2, 1, 3]",0.614809777578855,4.0,28.0,468.0
"[0, 0, 4, 6, 2, 0, 0, 6, 5, 5, 3, 2, 2, 6]",0.579640259719379,5.0,58.0,469.0
"[0, 0, 2, 9, 0, 0, 7, 10, 5, 9, 0, 0, 1, 3]",0.6192698156774781,8.0,19.0,470.0
"[0, 0, 3, 6, 1, 0, 8, 9, 6, 7, 0, 0, 0, 6]",0.75236325576102,6.0,58.0,471.0
"[0, 0, 0, 9, 1, 0, 3, 8, 1, 2, 2, 0, 3, 9]",0.6629374305737851,8.0,13.0,472.0
"[0, 0, 1, 4, 9, 0, 1, 5, 7, 10, 1, 1, 1, 1]",0.643865045858067,8.0,57.0,473.0
"[0, 0, 3, 6, 9, 0, 3, 9, 6, 5, 0, 0, 1, 6]",0.744454947125592,8.0,33.0,474.0
"[0, 0, 0, 3, 0, 0, 7, 4, 9, 4, 0, 2, 1, 6]",0.6192698156774781,4.0,20.0,475.0
"[0, 0, 1, 6, 6, 0, 8, 10, 9, 3, 1, 2, 1, 6]",0.710381372554719,7.0,53.0,476.0
"[0, 0, 2, 9, 1, 0, 4, 8, 5, 8, 0, 2, 2, 5]",0.690986251250838,8.0,72.0,477.0
"[0, 0, 4, 0, 7, 0, 7, 1, 6, 2, 1, 0, 0, 6]",0.748325231941934,6.0,56.0,478.0
"[0, 0, 7, 0, 1, 0, 8, 3, 2, 8, 0, 2, 2, 3]",0.657372692055033,7.0,50.0,479.0
"[0, 0, 4, 0, 1, 0, 8, 1, 5, 1, 1, 0, 3, 0]",0.7168325226654371,5.0,109.0,480.0
"[0, 0, 9, 4, 7, 0, 5, 3, 6, 5, 1, 2, 0, 7]",0.67509271029766,9.0,80.0,481.0
"[0, 0, 1, 5, 4, 0, 5, 5, 3, 4, 0, 1, 3, 3]",0.6146791020562491,4.0,22.0,482.0
"[0, 0, 3, 5, 9, 0, 6, 8, 5, 7, 2, 1, 0, 7]",0.626632976095374,8.0,51.0,483.0
"[0, 0, 8, 0, 9, 0, 7, 10, 5, 5, 0, 2, 0, 3]",0.7033978157146991,8.0,61.0,484.0
"[0, 0, 5, 3, 5, 0, 4, 9, 2, 1, 1, 0, 1, 7]",0.642946977943877,6.0,23.0,485.0
"[0, 0, 2, 7, 0, 0, 2, 10, 7, 2, 3, 0, 0, 1]",0.6192698156774781,7.0,16.0,486.0
"[0, 0, 0, 3, 9, 0, 4, 10, 1, 6, 0, 2, 0, 1]",0.657579115971698,8.0,16.0,487.0
"[0, 0, 0, 0, 8, 0, 0, 9, 9, 9, 1, 2, 1, 3]",0.804785607181499,7.0,37.0,488.0
"[0, 0, 6, 6, 0, 0, 9, 6, 0, 3, 2, 1, 3, 4]",0.6192698156774781,6.0,16.0,489.0
"[0, 0, 7, 9, 5, 0, 6, 1, 0, 3, 0, 1, 0, 0]",0.599546725266634,8.0,10.0,490.0
"[0, 0, 6, 6, 7, 0, 5, 1, 7, 4, 1, 2, 0, 2]",0.629943047701488,6.0,86.0,491.0
"[0, 0, 2, 8, 0, 0, 6, 3, 0, 3, 1, 1, 3, 5]",0.6192698156774781,7.0,17.0,492.0
"[0, 0, 0, 0, 0, 0, 7, 9, 6, 7, 3, 2, 0, 3]",0.6192698156774781,6.0,20.0,493.0
"[0, 0, 4, 4, 1, 0, 2, 6, 2, 8, 2, 0, 1, 1]",0.6455751635631001,5.0,42.0,494.0
"[0, 0, 1, 4, 3, 0, 4, 2, 5, 10, 1, 1, 0, 2]",0.613084282350424,7.0,55.0,495.0
"[0, 0, 4, 6, 5, 0, 3, 10, 6, 10, 2, 1, 1, 2]",0.6445253930173901,7.0,66.0,496.0
"[0, 0, 8, 1, 4, 0, 2, 2, 2, 5, 3, 1, 1, 5]",0.523496971883559,8.0,42.0,497.0
"[0, 0, 4, 9, 2, 0, 6, 0, 2, 1, 0, 1, 3, 3]",0.5543440325558431,8.0,25.0,498.0
"[0, 0, 9, 9, 1, 0, 3, 6, 2, 0, 3, 0, 0, 7]",0.66335900814536,9.0,47.0,499.0
"[0, 0, 5, 8, 4, 0, 1, 10, 9, 10, 1, 0, 2, 2]",0.7005130526523901,7.0,64.0,500.0
